title,sdgs
"Human capital, economic growth, and inequality in China",SDG 8
"Human capital, economic growth, and inequality in China",SDG 10
Canadian inequality: Recent developments and policy options,SDG 10
Public health policies can reduce inequalities as we come out of lockdown,SDG 3
Public health policies can reduce inequalities as we come out of lockdown,SDG 10
Report 4 Reducing Inequalities in Perinatal Mental Health Care: Inequalities in identification and management of perinatal mental health problems: views and …,SDG 3
Report 4 Reducing Inequalities in Perinatal Mental Health Care: Inequalities in identification and management of perinatal mental health problems: views and …,SDG 10
Does inequality hamper innovation and growth? An AB-SFC analysis,SDG 10
Does inequality hamper innovation and growth? An AB-SFC analysis,SDG 9
How does fiscal consolidation impact on income inequality?,SDG 10
How does fiscal consolidation impact on income inequality?,SDG 8
Inequalities in mental health,SDG 3
Inequalities in mental health,SDG 10
Theory-based evaluation: New approaches to evaluating complex community-based initiatives,SDG 11
for the European Network on Interventions and Policies to Reduce Inequalities in Health. Tackling socioeconomic inequalities in health: analysis of …,SDG 3
for the European Network on Interventions and Policies to Reduce Inequalities in Health. Tackling socioeconomic inequalities in health: analysis of …,SDG 8
for the European Network on Interventions and Policies to Reduce Inequalities in Health. Tackling socioeconomic inequalities in health: analysis of …,SDG 10
Spatial inequalities in health care provision in Romania: Milestones for territorial sustainable development,SDG 3
Spatial inequalities in health care provision in Romania: Milestones for territorial sustainable development,SDG 10
Gender inequality and workplace organizations: Understanding reproduction and change,SDG 10
Gender inequality and workplace organizations: Understanding reproduction and change,SDG 9
"Relative income, inequality and subjective wellbeing: Evidence for Brazil",SDG 10
"Relative income, inequality and subjective wellbeing: Evidence for Brazil",SDG 8
Time trends in ethnic inequalities in child health and nutrition: analysis of 59 low and middle-income countries,SDG 3
Time trends in ethnic inequalities in child health and nutrition: analysis of 59 low and middle-income countries,SDG 10
Time trends in ethnic inequalities in child health and nutrition: analysis of 59 low and middle-income countries,SDG 8
Preventive dental visiting: a critical interpretive synthesis of theory explaining how inequalities arise,SDG 10
Understanding inequalities in access to adult mental health services in the UK: a systematic mapping review,SDG 3
Understanding inequalities in access to adult mental health services in the UK: a systematic mapping review,SDG 10
Socioeconomic inequalities in cancer survival in England after the NHS cancer plan,SDG 8
Socioeconomic inequalities in cancer survival in England after the NHS cancer plan,SDG 10
"Social protection and inequality in the global South: Politics, actors and institutions",SDG 10
"Social protection and inequality in the global South: Politics, actors and institutions",SDG 16
A human capital approach to inequalities: The case of the East Asian miracle and India,SDG 10
"Economic growth, financial development and income inequality in BRICS countries: Evidence from panel granger causality tests",SDG 8
"Economic growth, financial development and income inequality in BRICS countries: Evidence from panel granger causality tests",SDG 10
Socioeconomic inequalities in the uptake of maternal healthcare services in Ethiopia,SDG 3
Socioeconomic inequalities in the uptake of maternal healthcare services in Ethiopia,SDG 8
Socioeconomic inequalities in the uptake of maternal healthcare services in Ethiopia,SDG 10
The role of non-farm incomes in reducing rural poverty and inequality in China,SDG 10
The role of non-farm incomes in reducing rural poverty and inequality in China,SDG 8
Can the Families First initiative contribute to reducing health inequalities?,SDG 3
Can the Families First initiative contribute to reducing health inequalities?,SDG 10
The impact of individual and environmental interventions on income inequalities in sports participation: explorations with an agent-based model,SDG 10
The impact of individual and environmental interventions on income inequalities in sports participation: explorations with an agent-based model,SDG 8
Pandemics and income inequality: a historical review,SDG 10
Pandemics and income inequality: a historical review,SDG 8
The paradox of cost recovery in heterogeneous municipal water supply systems: ensuring inclusiveness or exacerbating inequalities?,SDG 10
The relationship between financial distress and life-course socioeconomic inequalities in well-being: cross-national analysis of European Welfare States,SDG 8
The relationship between financial distress and life-course socioeconomic inequalities in well-being: cross-national analysis of European Welfare States,SDG 10
